Timestep,Traffic_Light_ID,State,Phase_Duration
1699,cluster_664446535_8507351666,rrGGG,42.0
1700,cluster_10279701148_11630151856_663826006,GG,0.001
1700,cluster_11502623497_1177160337,yyrrr,3.0
1700,cluster_664446535_8507351666,rrGGG,42.0
1701,cluster_10279701148_11630151856_663826006,GG,0.001
1701,cluster_11502623497_1177160337,rrGGg,42.0
1701,cluster_664446535_8507351666,rrGGG,42.0
1702,cluster_10279701148_11630151856_663826006,GG,0.001
1702,cluster_11502623497_1177160337,rrGGg,42.0
1702,cluster_664446535_8507351666,rrGGG,42.0
1703,cluster_10279701148_11630151856_663826006,GG,0.001
1703,cluster_11502623497_1177160337,rrGGg,42.0
1703,cluster_664446535_8507351666,rryyy,3.0
1704,cluster_10279701148_11630151856_663826006,GG,0.001
1704,cluster_11502623497_1177160337,rrGGg,42.0
1704,cluster_664446535_8507351666,rryyy,3.0
1705,cluster_10279701148_11630151856_663826006,GG,0.001
1705,cluster_11502623497_1177160337,rrGGg,42.0
1705,cluster_664446535_8507351666,rryyy,3.0
1706,cluster_10279701148_11630151856_663826006,GG,0.001
1706,cluster_11502623497_1177160337,rryyy,3.0
1706,cluster_664446535_8507351666,GGrrr,42.0
1707,cluster_10279701148_11630151856_663826006,GG,0.001
1707,cluster_11502623497_1177160337,rryyy,3.0
1707,cluster_664446535_8507351666,GGrrr,42.0
1708,cluster_10279701148_11630151856_663826006,GG,0.001
1708,cluster_11502623497_1177160337,rryyy,3.0
1708,cluster_664446535_8507351666,GGrrr,42.0
1709,cluster_10279701148_11630151856_663826006,GG,0.001
1709,cluster_11502623497_1177160337,GGrrr,42.0
1709,cluster_664446535_8507351666,GGrrr,42.0
1710,cluster_10279701148_11630151856_663826006,GG,0.001
1710,cluster_11502623497_1177160337,GGrrr,42.0
1710,cluster_664446535_8507351666,GGrrr,42.0
1711,cluster_10279701148_11630151856_663826006,GG,0.001
1711,cluster_11502623497_1177160337,GGrrr,42.0
1711,cluster_664446535_8507351666,yyrrr,3.0
1712,cluster_10279701148_11630151856_663826006,GG,0.001
1712,cluster_11502623497_1177160337,GGrrr,42.0
1712,cluster_664446535_8507351666,yyrrr,3.0
1713,cluster_10279701148_11630151856_663826006,GG,0.001
1713,cluster_11502623497_1177160337,GGrrr,42.0
1713,cluster_664446535_8507351666,yyrrr,3.0
1714,cluster_10279701148_11630151856_663826006,GG,0.001
1714,cluster_11502623497_1177160337,yyrrr,3.0
1714,cluster_664446535_8507351666,rrGGG,42.0
1715,cluster_10279701148_11630151856_663826006,GG,0.001
1715,cluster_11502623497_1177160337,yyrrr,3.0
1715,cluster_664446535_8507351666,rrGGG,42.0
1716,cluster_10279701148_11630151856_663826006,GG,0.001
1716,cluster_11502623497_1177160337,yyrrr,3.0
1716,cluster_664446535_8507351666,rrGGG,42.0
1717,cluster_10279701148_11630151856_663826006,GG,0.001
1717,cluster_11502623497_1177160337,rrGGg,42.0
1717,cluster_664446535_8507351666,rrGGG,42.0
1718,cluster_10279701148_11630151856_663826006,GG,0.001
1718,cluster_11502623497_1177160337,rrGGg,42.0
1718,cluster_664446535_8507351666,rrGGG,42.0
1719,cluster_10279701148_11630151856_663826006,GG,0.001
1719,cluster_11502623497_1177160337,rrGGg,42.0
1719,cluster_664446535_8507351666,rryyy,3.0
1720,cluster_10279701148_11630151856_663826006,GG,0.001
1720,cluster_11502623497_1177160337,rrGGg,42.0
1720,cluster_664446535_8507351666,rryyy,3.0
1721,cluster_10279701148_11630151856_663826006,GG,0.001
1721,cluster_11502623497_1177160337,rrGGg,42.0
1721,cluster_664446535_8507351666,rryyy,3.0
1722,cluster_10279701148_11630151856_663826006,GG,0.001
1722,cluster_11502623497_1177160337,rryyy,3.0
1722,cluster_664446535_8507351666,GGrrr,42.0
1723,cluster_10279701148_11630151856_663826006,GG,0.001
1723,cluster_11502623497_1177160337,rryyy,3.0
1723,cluster_664446535_8507351666,GGrrr,42.0
1724,cluster_10279701148_11630151856_663826006,GG,0.001
1724,cluster_11502623497_1177160337,rryyy,3.0
1724,cluster_664446535_8507351666,GGrrr,42.0
1725,cluster_10279701148_11630151856_663826006,GG,0.001
1725,cluster_11502623497_1177160337,GGrrr,42.0
1725,cluster_664446535_8507351666,GGrrr,42.0
1726,cluster_10279701148_11630151856_663826006,GG,0.001
1726,cluster_11502623497_1177160337,GGrrr,42.0
1726,cluster_664446535_8507351666,GGrrr,42.0
1727,cluster_10279701148_11630151856_663826006,GG,0.001
1727,cluster_11502623497_1177160337,GGrrr,42.0
1727,cluster_664446535_8507351666,yyrrr,3.0
1728,cluster_10279701148_11630151856_663826006,GG,0.001
1728,cluster_11502623497_1177160337,GGrrr,42.0
1728,cluster_664446535_8507351666,yyrrr,3.0
1729,cluster_10279701148_11630151856_663826006,GG,0.001
1729,cluster_11502623497_1177160337,GGrrr,42.0
1729,cluster_664446535_8507351666,yyrrr,3.0
1730,cluster_10279701148_11630151856_663826006,GG,0.001
1730,cluster_11502623497_1177160337,yyrrr,3.0
1730,cluster_664446535_8507351666,rrGGG,42.0
1731,cluster_10279701148_11630151856_663826006,GG,0.001
1731,cluster_11502623497_1177160337,yyrrr,3.0
1731,cluster_664446535_8507351666,rrGGG,42.0
1732,cluster_10279701148_11630151856_663826006,GG,0.001
1732,cluster_11502623497_1177160337,yyrrr,3.0
1732,cluster_664446535_8507351666,rrGGG,42.0
1733,cluster_10279701148_11630151856_663826006,GG,0.001
1733,cluster_11502623497_1177160337,rrGGg,42.0
1733,cluster_664446535_8507351666,rrGGG,42.0
1734,cluster_10279701148_11630151856_663826006,GG,0.001
1734,cluster_11502623497_1177160337,rrGGg,42.0
1734,cluster_664446535_8507351666,rrGGG,42.0
1735,cluster_10279701148_11630151856_663826006,GG,0.001
1735,cluster_11502623497_1177160337,rrGGg,42.0
1735,cluster_664446535_8507351666,rryyy,3.0
1736,cluster_10279701148_11630151856_663826006,GG,0.001
1736,cluster_11502623497_1177160337,rrGGg,42.0
1736,cluster_664446535_8507351666,rryyy,3.0
1737,cluster_10279701148_11630151856_663826006,GG,0.001
1737,cluster_11502623497_1177160337,rrGGg,42.0
1737,cluster_664446535_8507351666,rryyy,3.0
1738,cluster_10279701148_11630151856_663826006,GG,0.001
1738,cluster_11502623497_1177160337,rryyy,3.0
1738,cluster_664446535_8507351666,GGrrr,42.0
1739,cluster_10279701148_11630151856_663826006,GG,0.001
1739,cluster_11502623497_1177160337,rryyy,3.0
1739,cluster_664446535_8507351666,GGrrr,42.0
1740,cluster_10279701148_11630151856_663826006,GG,0.001
1740,cluster_11502623497_1177160337,rryyy,3.0
1740,cluster_664446535_8507351666,GGrrr,42.0
1741,cluster_10279701148_11630151856_663826006,GG,0.001
1741,cluster_11502623497_1177160337,GGrrr,42.0
1741,cluster_664446535_8507351666,GGrrr,42.0
1742,cluster_10279701148_11630151856_663826006,GG,0.001
1742,cluster_11502623497_1177160337,GGrrr,42.0
1742,cluster_664446535_8507351666,GGrrr,42.0
1743,cluster_10279701148_11630151856_663826006,GG,0.001
1743,cluster_11502623497_1177160337,GGrrr,42.0
1743,cluster_664446535_8507351666,yyrrr,3.0
1744,cluster_10279701148_11630151856_663826006,GG,0.001
1744,cluster_11502623497_1177160337,GGrrr,42.0
1744,cluster_664446535_8507351666,yyrrr,3.0
1745,cluster_10279701148_11630151856_663826006,GG,0.001
1745,cluster_11502623497_1177160337,GGrrr,42.0
1745,cluster_664446535_8507351666,yyrrr,3.0
1746,cluster_10279701148_11630151856_663826006,GG,0.001
1746,cluster_11502623497_1177160337,yyrrr,3.0
1746,cluster_664446535_8507351666,rrGGG,42.0
1747,cluster_10279701148_11630151856_663826006,GG,0.001
1747,cluster_11502623497_1177160337,yyrrr,3.0
1747,cluster_664446535_8507351666,rrGGG,42.0
1748,cluster_10279701148_11630151856_663826006,GG,0.001
1748,cluster_11502623497_1177160337,yyrrr,3.0
1748,cluster_664446535_8507351666,rrGGG,42.0
1749,cluster_10279701148_11630151856_663826006,GG,0.001
1749,cluster_11502623497_1177160337,rrGGg,42.0
1749,cluster_664446535_8507351666,rrGGG,42.0
1750,cluster_10279701148_11630151856_663826006,GG,0.001
1750,cluster_11502623497_1177160337,rrGGg,42.0
1750,cluster_664446535_8507351666,rrGGG,42.0
1751,cluster_10279701148_11630151856_663826006,GG,0.001
1751,cluster_11502623497_1177160337,rrGGg,42.0
1751,cluster_664446535_8507351666,rryyy,3.0
1752,cluster_10279701148_11630151856_663826006,GG,0.001
1752,cluster_11502623497_1177160337,rrGGg,42.0
1752,cluster_664446535_8507351666,rryyy,3.0
1753,cluster_10279701148_11630151856_663826006,GG,0.001
1753,cluster_11502623497_1177160337,rrGGg,42.0
1753,cluster_664446535_8507351666,rryyy,3.0
1754,cluster_10279701148_11630151856_663826006,GG,0.001
1754,cluster_11502623497_1177160337,rryyy,3.0
1754,cluster_664446535_8507351666,GGrrr,42.0
1755,cluster_10279701148_11630151856_663826006,GG,0.001
1755,cluster_11502623497_1177160337,rryyy,3.0
1755,cluster_664446535_8507351666,GGrrr,42.0
1756,cluster_10279701148_11630151856_663826006,GG,0.001
1756,cluster_11502623497_1177160337,rryyy,3.0
1756,cluster_664446535_8507351666,GGrrr,42.0
1757,cluster_10279701148_11630151856_663826006,GG,0.001
1757,cluster_11502623497_1177160337,GGrrr,42.0
1757,cluster_664446535_8507351666,GGrrr,42.0
1758,cluster_10279701148_11630151856_663826006,GG,0.001
1758,cluster_11502623497_1177160337,GGrrr,42.0
1758,cluster_664446535_8507351666,GGrrr,42.0
1759,cluster_10279701148_11630151856_663826006,GG,0.001
1759,cluster_11502623497_1177160337,GGrrr,42.0
1759,cluster_664446535_8507351666,yyrrr,3.0
1760,cluster_10279701148_11630151856_663826006,GG,0.001
1760,cluster_11502623497_1177160337,GGrrr,42.0
1760,cluster_664446535_8507351666,yyrrr,3.0
1761,cluster_10279701148_11630151856_663826006,GG,0.001
1761,cluster_11502623497_1177160337,GGrrr,42.0
1761,cluster_664446535_8507351666,yyrrr,3.0
1762,cluster_10279701148_11630151856_663826006,GG,0.001
1762,cluster_11502623497_1177160337,yyrrr,3.0
1762,cluster_664446535_8507351666,rrGGG,42.0
1763,cluster_10279701148_11630151856_663826006,GG,0.001
1763,cluster_11502623497_1177160337,yyrrr,3.0
1763,cluster_664446535_8507351666,rrGGG,42.0
1764,cluster_10279701148_11630151856_663826006,GG,0.001
1764,cluster_11502623497_1177160337,yyrrr,3.0
1764,cluster_664446535_8507351666,rrGGG,42.0
1765,cluster_10279701148_11630151856_663826006,GG,0.001
1765,cluster_11502623497_1177160337,rrGGg,42.0
1765,cluster_664446535_8507351666,rrGGG,42.0
1766,cluster_10279701148_11630151856_663826006,GG,0.001
1766,cluster_11502623497_1177160337,rrGGg,42.0
1766,cluster_664446535_8507351666,rrGGG,42.0
1767,cluster_10279701148_11630151856_663826006,GG,0.001
1767,cluster_11502623497_1177160337,rrGGg,42.0
1767,cluster_664446535_8507351666,rryyy,3.0
1768,cluster_10279701148_11630151856_663826006,GG,0.001
1768,cluster_11502623497_1177160337,rrGGg,42.0
1768,cluster_664446535_8507351666,rryyy,3.0
1769,cluster_10279701148_11630151856_663826006,GG,0.001
1769,cluster_11502623497_1177160337,rrGGg,42.0
1769,cluster_664446535_8507351666,rryyy,3.0
1770,cluster_10279701148_11630151856_663826006,GG,0.001
1770,cluster_11502623497_1177160337,rryyy,3.0
1770,cluster_664446535_8507351666,GGrrr,42.0
1771,cluster_10279701148_11630151856_663826006,GG,0.001
1771,cluster_11502623497_1177160337,rryyy,3.0
1771,cluster_664446535_8507351666,GGrrr,42.0
1772,cluster_10279701148_11630151856_663826006,GG,0.001
1772,cluster_11502623497_1177160337,rryyy,3.0
1772,cluster_664446535_8507351666,GGrrr,42.0
1773,cluster_10279701148_11630151856_663826006,GG,0.001
1773,cluster_11502623497_1177160337,GGrrr,42.0
1773,cluster_664446535_8507351666,GGrrr,42.0
1774,cluster_10279701148_11630151856_663826006,GG,0.001
1774,cluster_11502623497_1177160337,GGrrr,42.0
1774,cluster_664446535_8507351666,GGrrr,42.0
1775,cluster_10279701148_11630151856_663826006,GG,0.001
1775,cluster_11502623497_1177160337,GGrrr,42.0
1775,cluster_664446535_8507351666,yyrrr,3.0
1776,cluster_10279701148_11630151856_663826006,GG,0.001
1776,cluster_11502623497_1177160337,GGrrr,42.0
1776,cluster_664446535_8507351666,yyrrr,3.0
1777,cluster_10279701148_11630151856_663826006,GG,0.001
1777,cluster_11502623497_1177160337,GGrrr,42.0
1777,cluster_664446535_8507351666,yyrrr,3.0
1778,cluster_10279701148_11630151856_663826006,GG,0.001
1778,cluster_11502623497_1177160337,yyrrr,3.0
1778,cluster_664446535_8507351666,rrGGG,42.0
1779,cluster_10279701148_11630151856_663826006,GG,0.001
1779,cluster_11502623497_1177160337,yyrrr,3.0
1779,cluster_664446535_8507351666,rrGGG,42.0
1780,cluster_10279701148_11630151856_663826006,GG,0.001
1780,cluster_11502623497_1177160337,yyrrr,3.0
1780,cluster_664446535_8507351666,rrGGG,42.0
1781,cluster_10279701148_11630151856_663826006,GG,0.001
1781,cluster_11502623497_1177160337,rrGGg,42.0
1781,cluster_664446535_8507351666,rrGGG,42.0
1782,cluster_10279701148_11630151856_663826006,GG,0.001
1782,cluster_11502623497_1177160337,rrGGg,42.0
1782,cluster_664446535_8507351666,rrGGG,42.0
1783,cluster_10279701148_11630151856_663826006,GG,0.001
1783,cluster_11502623497_1177160337,rrGGg,42.0
1783,cluster_664446535_8507351666,rryyy,3.0
1784,cluster_10279701148_11630151856_663826006,GG,0.001
1784,cluster_11502623497_1177160337,rrGGg,42.0
1784,cluster_664446535_8507351666,rryyy,3.0
1785,cluster_10279701148_11630151856_663826006,GG,0.001
1785,cluster_11502623497_1177160337,rrGGg,42.0
1785,cluster_664446535_8507351666,rryyy,3.0
1786,cluster_10279701148_11630151856_663826006,GG,0.001
1786,cluster_11502623497_1177160337,rryyy,3.0
1786,cluster_664446535_8507351666,GGrrr,42.0
1787,cluster_10279701148_11630151856_663826006,GG,0.001
1787,cluster_11502623497_1177160337,rryyy,3.0
1787,cluster_664446535_8507351666,GGrrr,42.0
1788,cluster_10279701148_11630151856_663826006,GG,0.001
1788,cluster_11502623497_1177160337,rryyy,3.0
1788,cluster_664446535_8507351666,GGrrr,42.0
1789,cluster_10279701148_11630151856_663826006,GG,0.001
1789,cluster_11502623497_1177160337,GGrrr,42.0
1789,cluster_664446535_8507351666,GGrrr,42.0
1790,cluster_10279701148_11630151856_663826006,GG,0.001
1790,cluster_11502623497_1177160337,GGrrr,42.0
1790,cluster_664446535_8507351666,GGrrr,42.0
1791,cluster_10279701148_11630151856_663826006,GG,0.001
1791,cluster_11502623497_1177160337,GGrrr,42.0
1791,cluster_664446535_8507351666,yyrrr,3.0
1792,cluster_10279701148_11630151856_663826006,GG,0.001
1792,cluster_11502623497_1177160337,GGrrr,42.0
1792,cluster_664446535_8507351666,yyrrr,3.0
1793,cluster_10279701148_11630151856_663826006,GG,0.001
1793,cluster_11502623497_1177160337,GGrrr,42.0
1793,cluster_664446535_8507351666,yyrrr,3.0
1794,cluster_10279701148_11630151856_663826006,GG,0.001
1794,cluster_11502623497_1177160337,yyrrr,3.0
1794,cluster_664446535_8507351666,rrGGG,42.0
1795,cluster_10279701148_11630151856_663826006,GG,0.001
1795,cluster_11502623497_1177160337,yyrrr,3.0
1795,cluster_664446535_8507351666,rrGGG,42.0
1796,cluster_10279701148_11630151856_663826006,GG,0.001
1796,cluster_11502623497_1177160337,yyrrr,3.0
1796,cluster_664446535_8507351666,rrGGG,42.0
1797,cluster_10279701148_11630151856_663826006,GG,0.001
1797,cluster_11502623497_1177160337,rrGGg,42.0
1797,cluster_664446535_8507351666,rrGGG,42.0
1798,cluster_10279701148_11630151856_663826006,GG,0.001
1798,cluster_11502623497_1177160337,rrGGg,42.0
1798,cluster_664446535_8507351666,rrGGG,42.0
1799,cluster_10279701148_11630151856_663826006,GG,0.001
1799,cluster_11502623497_1177160337,rrGGg,42.0
1799,cluster_664446535_8507351666,rryyy,3.0
1800,cluster_10279701148_11630151856_663826006,GG,0.001
1800,cluster_11502623497_1177160337,rrGGg,42.0
1800,cluster_664446535_8507351666,rryyy,3.0
1801,cluster_10279701148_11630151856_663826006,GG,0.001
1801,cluster_11502623497_1177160337,rrGGg,42.0
1801,cluster_664446535_8507351666,rryyy,3.0
1802,cluster_10279701148_11630151856_663826006,GG,0.001
1802,cluster_11502623497_1177160337,rryyy,3.0
1802,cluster_664446535_8507351666,GGrrr,42.0
1803,cluster_10279701148_11630151856_663826006,GG,0.001
1803,cluster_11502623497_1177160337,rryyy,3.0
1803,cluster_664446535_8507351666,GGrrr,42.0
1804,cluster_10279701148_11630151856_663826006,GG,0.001
1804,cluster_11502623497_1177160337,rryyy,3.0
1804,cluster_664446535_8507351666,GGrrr,42.0
1805,cluster_10279701148_11630151856_663826006,GG,0.001
1805,cluster_11502623497_1177160337,GGrrr,42.0
1805,cluster_664446535_8507351666,GGrrr,42.0
1806,cluster_10279701148_11630151856_663826006,GG,0.001
1806,cluster_11502623497_1177160337,GGrrr,42.0
1806,cluster_664446535_8507351666,GGrrr,42.0
1807,cluster_10279701148_11630151856_663826006,GG,0.001
1807,cluster_11502623497_1177160337,GGrrr,42.0
1807,cluster_664446535_8507351666,yyrrr,3.0
1808,cluster_10279701148_11630151856_663826006,GG,0.001
1808,cluster_11502623497_1177160337,GGrrr,42.0
1808,cluster_664446535_8507351666,yyrrr,3.0
1809,cluster_10279701148_11630151856_663826006,GG,0.001
1809,cluster_11502623497_1177160337,GGrrr,42.0
1809,cluster_664446535_8507351666,yyrrr,3.0
1810,cluster_10279701148_11630151856_663826006,GG,0.001
1810,cluster_11502623497_1177160337,yyrrr,3.0
1810,cluster_664446535_8507351666,rrGGG,42.0
1811,cluster_10279701148_11630151856_663826006,GG,0.001
1811,cluster_11502623497_1177160337,yyrrr,3.0
1811,cluster_664446535_8507351666,rrGGG,42.0
1812,cluster_10279701148_11630151856_663826006,GG,0.001
1812,cluster_11502623497_1177160337,yyrrr,3.0
1812,cluster_664446535_8507351666,rrGGG,42.0
1813,cluster_10279701148_11630151856_663826006,GG,0.001
1813,cluster_11502623497_1177160337,rrGGg,42.0
1813,cluster_664446535_8507351666,rrGGG,42.0
1814,cluster_10279701148_11630151856_663826006,GG,0.001
1814,cluster_11502623497_1177160337,rrGGg,42.0
1814,cluster_664446535_8507351666,rrGGG,42.0
1815,cluster_10279701148_11630151856_663826006,GG,0.001
1815,cluster_11502623497_1177160337,rrGGg,42.0
1815,cluster_664446535_8507351666,rryyy,3.0
1816,cluster_10279701148_11630151856_663826006,GG,0.001
1816,cluster_11502623497_1177160337,rrGGg,42.0
1816,cluster_664446535_8507351666,rryyy,3.0
1817,cluster_10279701148_11630151856_663826006,GG,0.001
1817,cluster_11502623497_1177160337,rrGGg,42.0
1817,cluster_664446535_8507351666,rryyy,3.0
1818,cluster_10279701148_11630151856_663826006,GG,0.001
1818,cluster_11502623497_1177160337,rryyy,3.0
1818,cluster_664446535_8507351666,GGrrr,42.0
1819,cluster_10279701148_11630151856_663826006,GG,0.001
1819,cluster_11502623497_1177160337,rryyy,3.0
1819,cluster_664446535_8507351666,GGrrr,42.0
1820,cluster_10279701148_11630151856_663826006,GG,0.001
1820,cluster_11502623497_1177160337,rryyy,3.0
1820,cluster_664446535_8507351666,GGrrr,42.0
1821,cluster_10279701148_11630151856_663826006,GG,0.001
1821,cluster_11502623497_1177160337,GGrrr,42.0
1821,cluster_664446535_8507351666,GGrrr,42.0
1822,cluster_10279701148_11630151856_663826006,GG,0.001
1822,cluster_11502623497_1177160337,GGrrr,42.0
1822,cluster_664446535_8507351666,GGrrr,42.0
1823,cluster_10279701148_11630151856_663826006,GG,0.001
1823,cluster_11502623497_1177160337,GGrrr,42.0
1823,cluster_664446535_8507351666,yyrrr,3.0
1824,cluster_10279701148_11630151856_663826006,GG,0.001
1824,cluster_11502623497_1177160337,GGrrr,42.0
1824,cluster_664446535_8507351666,yyrrr,3.0
1825,cluster_10279701148_11630151856_663826006,GG,0.001
1825,cluster_11502623497_1177160337,GGrrr,42.0
1825,cluster_664446535_8507351666,yyrrr,3.0
1826,cluster_10279701148_11630151856_663826006,GG,0.001
1826,cluster_11502623497_1177160337,yyrrr,3.0
1826,cluster_664446535_8507351666,rrGGG,42.0
1827,cluster_10279701148_11630151856_663826006,GG,0.001
1827,cluster_11502623497_1177160337,yyrrr,3.0
1827,cluster_664446535_8507351666,rrGGG,42.0
1828,cluster_10279701148_11630151856_663826006,GG,0.001
1828,cluster_11502623497_1177160337,yyrrr,3.0
1828,cluster_664446535_8507351666,rrGGG,42.0
1829,cluster_10279701148_11630151856_663826006,GG,0.001
1829,cluster_11502623497_1177160337,rrGGg,42.0
1829,cluster_664446535_8507351666,rrGGG,42.0
1830,cluster_10279701148_11630151856_663826006,GG,0.001
1830,cluster_11502623497_1177160337,rrGGg,42.0
1830,cluster_664446535_8507351666,rrGGG,42.0
1831,cluster_10279701148_11630151856_663826006,GG,0.001
1831,cluster_11502623497_1177160337,rrGGg,42.0
1831,cluster_664446535_8507351666,rryyy,3.0
1832,cluster_10279701148_11630151856_663826006,GG,0.001
1832,cluster_11502623497_1177160337,rrGGg,42.0
1832,cluster_664446535_8507351666,rryyy,3.0
1833,cluster_10279701148_11630151856_663826006,GG,0.001
1833,cluster_11502623497_1177160337,rrGGg,42.0
1833,cluster_664446535_8507351666,rryyy,3.0
1834,cluster_10279701148_11630151856_663826006,GG,0.001
1834,cluster_11502623497_1177160337,rryyy,3.0
1834,cluster_664446535_8507351666,GGrrr,42.0
1835,cluster_10279701148_11630151856_663826006,GG,0.001
1835,cluster_11502623497_1177160337,rryyy,3.0
1835,cluster_664446535_8507351666,GGrrr,42.0
1836,cluster_10279701148_11630151856_663826006,GG,0.001
1836,cluster_11502623497_1177160337,rryyy,3.0
1836,cluster_664446535_8507351666,GGrrr,42.0
1837,cluster_10279701148_11630151856_663826006,GG,0.001
1837,cluster_11502623497_1177160337,GGrrr,42.0
1837,cluster_664446535_8507351666,GGrrr,42.0
1838,cluster_10279701148_11630151856_663826006,GG,0.001
1838,cluster_11502623497_1177160337,GGrrr,42.0
1838,cluster_664446535_8507351666,GGrrr,42.0
1839,cluster_10279701148_11630151856_663826006,GG,0.001
1839,cluster_11502623497_1177160337,GGrrr,42.0
1839,cluster_664446535_8507351666,yyrrr,3.0
1840,cluster_10279701148_11630151856_663826006,GG,0.001
1840,cluster_11502623497_1177160337,GGrrr,42.0
1840,cluster_664446535_8507351666,yyrrr,3.0
1841,cluster_10279701148_11630151856_663826006,GG,0.001
1841,cluster_11502623497_1177160337,GGrrr,42.0
1841,cluster_664446535_8507351666,yyrrr,3.0
1842,cluster_10279701148_11630151856_663826006,GG,0.001
1842,cluster_11502623497_1177160337,yyrrr,3.0
1842,cluster_664446535_8507351666,rrGGG,42.0
1843,cluster_10279701148_11630151856_663826006,GG,0.001
1843,cluster_11502623497_1177160337,yyrrr,3.0
1843,cluster_664446535_8507351666,rrGGG,42.0
1844,cluster_10279701148_11630151856_663826006,GG,0.001
1844,cluster_11502623497_1177160337,yyrrr,3.0
1844,cluster_664446535_8507351666,rrGGG,42.0
1845,cluster_10279701148_11630151856_663826006,GG,0.001
1845,cluster_11502623497_1177160337,rrGGg,42.0
1845,cluster_664446535_8507351666,rrGGG,42.0
1846,cluster_10279701148_11630151856_663826006,GG,0.001
1846,cluster_11502623497_1177160337,rrGGg,42.0
1846,cluster_664446535_8507351666,rrGGG,42.0
1847,cluster_10279701148_11630151856_663826006,GG,0.001
1847,cluster_11502623497_1177160337,rrGGg,42.0
1847,cluster_664446535_8507351666,rryyy,3.0
1848,cluster_10279701148_11630151856_663826006,GG,0.001
1848,cluster_11502623497_1177160337,rrGGg,42.0
1848,cluster_664446535_8507351666,rryyy,3.0
1849,cluster_10279701148_11630151856_663826006,GG,0.001
1849,cluster_11502623497_1177160337,rrGGg,42.0
1849,cluster_664446535_8507351666,rryyy,3.0
1850,cluster_10279701148_11630151856_663826006,GG,0.001
1850,cluster_11502623497_1177160337,rryyy,3.0
1850,cluster_664446535_8507351666,GGrrr,42.0
1851,cluster_10279701148_11630151856_663826006,GG,0.001
1851,cluster_11502623497_1177160337,rryyy,3.0
1851,cluster_664446535_8507351666,GGrrr,42.0
1852,cluster_10279701148_11630151856_663826006,GG,0.001
1852,cluster_11502623497_1177160337,rryyy,3.0
1852,cluster_664446535_8507351666,GGrrr,42.0
1853,cluster_10279701148_11630151856_663826006,GG,0.001
1853,cluster_11502623497_1177160337,GGrrr,42.0
1853,cluster_664446535_8507351666,GGrrr,42.0
1854,cluster_10279701148_11630151856_663826006,GG,0.001
1854,cluster_11502623497_1177160337,GGrrr,42.0
1854,cluster_664446535_8507351666,GGrrr,42.0
1855,cluster_10279701148_11630151856_663826006,GG,0.001
1855,cluster_11502623497_1177160337,GGrrr,42.0
1855,cluster_664446535_8507351666,yyrrr,3.0
1856,cluster_10279701148_11630151856_663826006,GG,0.001
1856,cluster_11502623497_1177160337,GGrrr,42.0
1856,cluster_664446535_8507351666,yyrrr,3.0
1857,cluster_10279701148_11630151856_663826006,GG,0.001
1857,cluster_11502623497_1177160337,GGrrr,42.0
1857,cluster_664446535_8507351666,yyrrr,3.0
1858,cluster_10279701148_11630151856_663826006,GG,0.001
1858,cluster_11502623497_1177160337,yyrrr,3.0
1858,cluster_664446535_8507351666,rrGGG,42.0
1859,cluster_10279701148_11630151856_663826006,GG,0.001
1859,cluster_11502623497_1177160337,yyrrr,3.0
1859,cluster_664446535_8507351666,rrGGG,42.0
1860,cluster_10279701148_11630151856_663826006,GG,0.001
1860,cluster_11502623497_1177160337,yyrrr,3.0
1860,cluster_664446535_8507351666,rrGGG,42.0
1861,cluster_10279701148_11630151856_663826006,GG,0.001
1861,cluster_11502623497_1177160337,rrGGg,42.0
1861,cluster_664446535_8507351666,rrGGG,42.0
1862,cluster_10279701148_11630151856_663826006,GG,0.001
1862,cluster_11502623497_1177160337,rrGGg,42.0
1862,cluster_664446535_8507351666,rrGGG,42.0
1863,cluster_10279701148_11630151856_663826006,GG,0.001
1863,cluster_11502623497_1177160337,rrGGg,42.0
1863,cluster_664446535_8507351666,rryyy,3.0
1864,cluster_10279701148_11630151856_663826006,GG,0.001
1864,cluster_11502623497_1177160337,rrGGg,42.0
1864,cluster_664446535_8507351666,rryyy,3.0
1865,cluster_10279701148_11630151856_663826006,GG,0.001
1865,cluster_11502623497_1177160337,rrGGg,42.0
1865,cluster_664446535_8507351666,rryyy,3.0
1866,cluster_10279701148_11630151856_663826006,GG,0.001
1866,cluster_11502623497_1177160337,rryyy,3.0
1866,cluster_664446535_8507351666,GGrrr,42.0
1867,cluster_10279701148_11630151856_663826006,GG,0.001
1867,cluster_11502623497_1177160337,rryyy,3.0
1867,cluster_664446535_8507351666,GGrrr,42.0
1868,cluster_10279701148_11630151856_663826006,GG,0.001
1868,cluster_11502623497_1177160337,rryyy,3.0
1868,cluster_664446535_8507351666,GGrrr,42.0
1869,cluster_10279701148_11630151856_663826006,GG,0.001
1869,cluster_11502623497_1177160337,GGrrr,42.0
1869,cluster_664446535_8507351666,GGrrr,42.0
1870,cluster_10279701148_11630151856_663826006,GG,0.001
1870,cluster_11502623497_1177160337,GGrrr,42.0
1870,cluster_664446535_8507351666,GGrrr,42.0
1871,cluster_10279701148_11630151856_663826006,GG,0.001
1871,cluster_11502623497_1177160337,GGrrr,42.0
1871,cluster_664446535_8507351666,yyrrr,3.0
1872,cluster_10279701148_11630151856_663826006,GG,0.001
1872,cluster_11502623497_1177160337,GGrrr,42.0
1872,cluster_664446535_8507351666,yyrrr,3.0
